Batch_Tensor_Parallel_MPI
3.8974284089999998
2.5130771250000006
2.546203416999999
2.529066858
2.5136604919999996
2.5140936949999997
2.4940830760000026
2.549610308000002
2.5110422250000006
2.4989563680000018
