Batch_Tensor_Parallel_MPI
2.4609997969999995
1.0811081809999994
1.1013629080000005
1.0857501959999993
1.0804892079999995
1.0778361609999987
1.086472359
1.1081571009999998
1.0879990900000003
1.0831087830000001
