Batch_Tensor_Parallel_MPI
3.2471452870000013
1.8516969499999991
1.8161688810000012
1.8116267350000008
1.824588025999999
1.818236757000001
1.8393486639999992
1.8278600430000012
1.8321785929999983
1.8341554130000013
