Batch_Tensor_Parallel_MPI
6.0446538489999995
4.608800508999998
4.588061747000001
4.6459850540000005
4.585120800999999
4.571311597999998
4.567899658999998
4.619283797000001
4.549524529000003
4.6236102220000035
